856	4	8192	819	8405	1.14
857	8	8192	819	9584	1.30
858	2	4096	409	5419	1.47
859	4	32768	3276	48071	1.63
860	2	8192	819	13271	1.80
861	2	8192	819	14451	1.96
862	4	8192	819	8331	1.13
863	2	2048	204	2378	1.29
864	2	32768	3276	43058	1.46
865	24	4096	409	5972	1.62
866	4	32768	3276	52790	1.79
867	2	32768	3276	57509	1.95
868	4	8192	819	8257	1.12
869	2	2048	204	2360	1.28
870	2	8192	819	10617	1.44
871	4	2048	204	2968	1.61
872	2	2048	204	3263	1.77
873	2	32768	3276	57214	1.94
874	4	65536	6553	64881	1.10
875	4	8192	819	9363	1.27
876	4	2048	204	2636	1.43
877	2	32768	3276	47187	1.60
878	2	2048	204	3245	1.76
879	8	32768	3276	56919	1.93
880	8	2048	204	2009	1.09
881	2	4096	409	4645	1.26
882	8	8192	819	10469	1.42
883	8	4096	409	5862	1.59
884	2	32768	3276	51611	1.75
885	2	32768	3276	56624	1.92
886	4	8192	819	7962	1.08
887	2	32768	3276	36570	1.24
888	2	32768	3276	41583	1.41
889	2	4096	409	5788	1.57
890	2	32768	3276	51316	1.74
891	24	71680	7168	122572	1.90
892	2	32768	3276	31556	1.07
893	2	32768	3276	36275	1.23
894	2	32768	3276	41288	1.40
895	30	8192	819	11501	1.56
896	2	32768	3276	51021	1.73
897	8	8192	819	13934	1.89
898	24	2048	204	1954	1.06
899	24	8192	819	8995	1.22
900	2	8192	819	10248	1.39
901	2	8192	819	11428	1.55
902	4	8192	819	12681	1.72
903	8	2048	204	3466	1.88
904	2	2048	204	1917	1.04
905	2	65536	6553	71369	1.21
906	24	65536	6553	80806	1.37
907	2	8192	819	11354	1.54
908	4	2048	204	3134	1.70
909	2	8192	819	13787	1.87
910	2	32768	3276	30376	1.03
911	4	32768	3276	35390	1.20
912	2	32768	3276	40109	1.36
913	2	4096	409	5641	1.53
914	2	8192	819	12460	1.69
915	30	4096	409	6857	1.86
916	2	32768	3276	30081	1.02
917	4	32768	3276	35095	1.19
918	4	8192	819	9953	1.35
919	2	65536	6553	89064	1.51
920	4	32768	3276	49546	1.68
921	4	2048	204	3392	1.84
922	8	4096	409	3723	1.01
923	2	71680	7168	75479	1.17
924	8	8192	819	9879	1.34
925	2	32768	3276	44238	1.50
926	4	8192	819	12312	1.67
927	2	32768	3276	53970	1.83
928	2	8192	819	7373	1
929	2	8192	819	8552	1.16
930	4	4096	409	4903	1.33
931	4	65536	6553	87884	1.49
932	2	4096	409	6120	1.66
933	2	32768	3276	53675	1.82
934	8	2048	204	2784	1.51
935	24	4096	409	6157	1.67
936	4	8192	819	13566	1.84
937	2	8192	819	7373	1
938	2	8192	819	8552	1.16
939	8	32768	3276	39224	1.33
940	8	4096	409	5493	1.49
941	4	65536	6553	97911	1.66
942	2	4096	409	6710	1.82
943	4	32768	3276	58689	1.99
944	8	8192	819	8478	1.15
945	2	8192	819	9732	1.32
946	2	71680	7168	95477	1.48
947	2	4096	409	6083	1.65
948	4	4096	409	6673	1.81
949	8	32768	3276	58394	1.98
950	4	71680	7168	73543	1.14
951	4	4096	409	4829	1.31
952	8	8192	819	10838	1.47
953	4	8192	819	12091	1.64
954	24	8192	819	13271	1.80
955	2	65536	6553	115606	1.96
956	4	8192	819	8331	1.13
957	8	4096	409	4756	1.29
958	4	32768	3276	43058	1.46
959	2	32768	3276	47777	1.62
960	2	8192	819	13197	1.79
961	8	8192	819	14377	1.95
962	2	65536	6553	66060	1.12
963	24	8192	819	9437	1.28
964	2	8192	819	10690	1.45
965	4	4096	409	5936	1.61
966	2	8192	819	13123	1.78
967	30	32768	3276	57214	1.94
968	2	32768	3276	32736	1.11
969	4	8192	819	9363	1.27
970	2	8192	819	10617	1.44
971	4	32768	3276	47187	1.60
972	2	32768	3276	51905	1.76
973	2	71680	7168	124508	1.93
974	4	65536	6553	64291	1.09
975	8	32768	3276	37159	1.26
976	8	4096	409	5235	1.42
977	2	4096	409	5862	1.59
978	2	32768	3276	51611	1.75
979	30	4096	409	7079	1.92
980	2	2048	204	1991	1.08
981	2	32768	3276	36865	1.25
982	2	65536	6553	83166	1.41
983	2	32768	3276	46597	1.58
984	2	32768	3276	51316	1.74
985	2	8192	819	14082	1.91
986	8	8192	819	7889	1.07
987	4	32768	3276	36275	1.23
988	4	2048	204	2581	1.40
989	8	8192	819	11501	1.56
990	2	32768	3276	51021	1.73
991	2	32768	3276	55739	1.89
992	4	8192	819	7815	1.06
993	2	65536	6553	71959	1.22
994	4	4096	409	5124	1.39
995	2	4096	409	5714	1.55
996	2	32768	3276	50726	1.72
997	2	8192	819	13861	1.88
998	2	8192	819	7741	1.05
999	4	32768	3276	35685	1.21
1000	8	8192	819	10174	1.38
